# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,394.367,394.434,25900,4873.9
200,0,2,271.899,272.565,23403,8640.16
200,1,0,368.567,368.644,25900,5040.16
200,1,5,356.852,503.93,4958,6673.9
200,2,0,271.299,271.915,23403,8473.9
200,2,3,376.299,387.263,17110,12725.2
200,2,11,245.499,246.63,23403,9863.28
200,3,2,340.299,352.326,17110,13023.1
200,3,4,174.068,188.199,17782,16756.7
200,3,10,426.167,494.278,4908,5207.2
200,4,3,130.868,145.936,17782,17027.7
200,4,5,288.699,595.426,4947,8461.62
200,4,8,331.652,570.472,10000,15195.1
200,5,1,310.052,472.343,4958,6840.16
200,5,4,338.499,614.597,4947,8241.98
200,5,7,133.868,902.742,4898,12535.6
200,6,7,215.184,369.024,7841,12128.1
200,6,17,166.268,169.105,23403,14762.4
200,7,5,138.068,893.927,4898,12482.3
200,7,6,197.184,336.469,7841,11830.4
200,7,8,600.866,936.491,5050,7025.71
200,7,15,329.852,694.247,5045,8520.02
200,8,4,301.652,572.844,10000,15685.7
200,8,7,650.066,930.108,5050,6714.79
200,8,9,194.184,363.345,13915,22040
200,9,8,181.584,359.498,13915,22319.7
200,9,10,365.852,777.093,10000,17406.4
200,9,14,367.367,826.583,13512,23100.4
200,9,15,292.299,1260.11,4854,11065.5
200,9,16,482.035,978.471,4993,8100
200,10,3,387.167,462.163,4908,5334.08
200,10,9,401.852,815.406,10000,17430.9
200,10,11,378.767,897.978,4908,8652.38
200,10,13,270.699,850.599,4876,9779.7
200,11,2,252.699,253.631,23403,9399.15
200,11,10,364.967,943.907,4908,8891.15
200,11,12,210.384,211.811,25900,12432.7
200,12,11,277.584,278.954,25900,12307.3
200,12,23,266.499,1107.09,5091,11204
200,13,10,241.299,824.176,4876,9792.23
200,13,14,326.852,794.793,5127,9217.16
200,13,22,253.899,603.544,4924,8702.59
200,14,9,361.967,845.841,13512,23404.4
200,14,13,300.452,798.194,5127,9360.53
200,14,18,207.384,284.741,14564,18969.6
200,14,21,272.784,593.707,9599,17843.5
200,15,7,301.052,658.633,5045,8479.9
200,15,9,318.699,1235.51,4854,10916.8
200,15,16,134.468,606.247,5229,11844.5
200,15,17,188.184,195.855,19679,14384
200,16,9,531.835,1028.27,4993,8100
200,16,15,161.468,605.405,5229,11665.8
200,16,18,124.868,457.171,4823,10008.4
200,17,6,164.468,167.541,23403,15060.1
200,17,15,255.984,263.634,19679,14373.9
200,17,19,262.899,277.977,23403,18848.6
200,18,14,205.584,283.817,14564,19023.1
200,18,16,193.868,503.059,4823,9829.65
200,18,19,261.699,623.37,5002,8915.5
200,19,17,250.299,265.986,23403,19036.2
200,19,18,292.299,634.06,5002,8790.19
200,19,20,375.167,517.184,5059,6449.79
200,19,21,385.052,547.43,5075,7002.52
200,20,19,384.167,522.101,5059,6402.91
200,20,21,134.468,284.695,5229,8897.54
200,20,23,251.784,766.288,4885,10218
200,21,14,243.384,585.984,9599,18137.4
200,21,19,299.252,462.476,5075,7011.62
200,21,20,141.668,262.284,5229,8422.37
200,21,22,247.299,808.637,5000,9947.17
200,22,13,247.299,576.387,4924,8571.75
200,22,21,258.699,782.185,5000,9775.07
200,22,23,124.868,225.252,5078,7812.19
200,23,12,324.699,1099.67,5091,10978.6
200,23,20,208.584,814.93,4885,10646.3
200,23,22,233.468,319.163,5078,7509.24
