edge_tail,edge_head,length,capacity,speed,b,power
0,1,10626.0,25900.20064,97,0.13630717108977977,4
0,2,7326.166666666667,23403.47319,97,0.13179470846509087,4
1,0,9930.833333333334,25900.20064,97,0.14584878744650498,4
1,5,9615.166666666666,4958.180928,97,0.12553604548369762,4
2,0,7310.0,23403.47319,97,0.1320861833105335,4
2,3,10139.166666666668,17110.52372,97,0.0952297197337059,4
2,11,6614.833333333333,23403.47319,97,0.1459673965078485,4
3,2,9169.166666666666,17110.52372,97,0.10530400799781878,4
3,4,4690.166666666666,17782.7941,97,0.10294943321132867,4
3,10,11482.833333333332,4908.82673,97,0.12613611623147597,4
4,3,3526.1666666666665,17782.7941,97,0.13693340265633122,4
4,5,7778.833333333333,4947.995469,97,0.12412529728108328,4
4,8,8936.166666666666,10000.0,97,0.13507469645821288,4
5,1,8354.166666666666,4958.180928,97,0.1444847880299252,4
5,4,9120.666666666666,4947.995469,97,0.10586397193187633,4
5,7,3607.0,4898.587646,97,0.13386470751316884,4
6,7,5798.0,7841.81131,97,0.12490513970334596,4
6,17,4480.0,23403.47319,97,0.10777901785714285,4
7,5,3720.1666666666665,4898.587646,97,0.12979257201738273,4
7,6,5313.0,7841.81131,97,0.13630717108977977,4
7,8,16190.0,5050.193156,97,0.14910129709697342,4
7,15,8887.666666666666,5045.822583,97,0.13581179912237934,4
8,4,8127.833333333333,10000.0,97,0.148508212520762,4
8,7,17515.666666666668,5050.193156,97,0.13781662131044586,4
8,9,5232.166666666667,13915.78842,97,0.13841302201127637,4
9,8,4892.666666666667,13915.78842,97,0.14801744106826542,4
9,10,9857.666666666666,10000.0,97,0.12244784093598891,4
9,14,9898.5,13512.00155,97,0.14632520078799816,4
9,15,7875.833333333333,4854.917717,97,0.12259655062956301,4
9,16,12988.166666666666,4993.510694,97,0.1486930411015155,4
10,3,10432.0,4908.82673,97,0.1388420245398773,4
10,9,10827.666666666666,10000.0,97,0.11147831173229074,4
10,11,10205.666666666666,4908.82673,97,0.1419211549139367,4
10,13,7293.833333333333,4876.508287,97,0.13237895025478144,4
11,2,6808.833333333333,23403.47319,97,0.14180843512104374,4
11,10,9833.833333333334,4908.82673,97,0.1472874260630815,4
11,12,5668.666666666667,25900.20064,97,0.1277549100317535,4
12,11,7479.333333333333,25900.20064,97,0.09682681165879312,4
12,23,7180.666666666667,5091.256152,97,0.1344652307120973,4
13,10,6501.666666666667,4876.508287,97,0.1485080748526019,4
13,14,8806.833333333334,5127.526119,97,0.13705834484585833,4
13,22,6841.166666666667,4924.790605,97,0.14113820742076155,4
14,9,9753.0,13512.00155,97,0.14850815133804982,4
14,13,8095.5,5127.526119,97,0.14910135260329813,4
14,18,5587.833333333333,14564.75315,97,0.1296030065320488,4
14,21,7350.0,9599.180565,97,0.09853061224489795,4
15,7,8111.666666666667,5045.822583,97,0.1488041914937333,4
15,9,8587.166666666668,4854.917717,97,0.11244104574655976,4
15,16,3623.1666666666665,5229.910063,97,0.13326739960439762,4
15,17,5070.5,19679.89671,97,0.1428261512671334,4
16,9,14330.0,4993.510694,97,0.13476971388695044,4
16,15,4350.666666666667,5229.910063,97,0.11098299111247317,4
16,18,3364.5,4823.950831,97,0.1435131520285332,4
17,6,4431.5,23403.47319,97,0.10895859189890555,4
17,15,6897.333333333333,19679.89671,97,0.10499710032862941,4
17,19,7083.666666666667,23403.47319,97,0.13630652675168226,4
18,14,5539.333333333333,14564.75315,97,0.13073775424238776,4
18,16,5223.666666666667,4823.950831,97,0.09243507115053282,4
18,19,7051.333333333333,5002.607563,97,0.13693154958873027,4
19,17,6744.166666666667,23403.47319,97,0.14316817002347706,4
19,18,7875.833333333333,5002.607563,97,0.12259655062956301,4
19,20,10108.666666666666,5059.91234,97,0.14328299149244872,4
19,21,10375.0,5075.697193,97,0.11634216867469879,4
20,19,10351.166666666666,5059.91234,97,0.13992625629961195,4
20,21,3623.1666666666665,5229.910063,97,0.13326739960439762,4
20,23,6784.166666666666,4885.357564,97,0.10674855668836752,4
21,14,6557.833333333334,9599.180565,97,0.11043281571657304,4
21,19,8063.166666666667,5075.697193,97,0.1496992496744455,4
21,20,3817.1666666666665,5229.910063,97,0.12649434571890145,4
21,22,6663.333333333333,5000.0,97,0.1449049524762381,4
22,13,6663.333333333333,4924.790605,97,0.1449049524762381,4
22,21,6970.5,5000.0,97,0.1385194749300624,4
22,23,3364.5,5078.508436,97,0.1435131520285332,4
23,12,8748.833333333334,5091.256152,97,0.11036328653344255,4
23,20,5620.166666666666,4885.357564,97,0.1288573885709202,4
23,22,6290.666666666666,5078.508436,97,0.07675657058075457,4
