edge_tail,edge_head,length,capacity,speed,b,power
0,1,9656.0,25900.20064,97,0.15,4
0,2,6437.0,23403.47319,97,0.15,4
1,0,9656.0,25900.20064,97,0.15,4
1,5,8047.0,4958.180928,97,0.15,4
2,0,6437.0,23403.47319,97,0.15,4
2,3,6437.0,17110.52372,97,0.15,4
2,11,6437.0,23403.47319,97,0.15,4
3,2,6437.0,17110.52372,97,0.15,4
3,4,3219.0,17782.7941,97,0.15,4
3,10,9672.166666666666,4908.82673,97,0.14974928058173798,4
4,3,3219.0,17782.7941,97,0.15,4
4,5,9735.0,4947.995469,97,0.09918335901386749,4
4,8,8047.0,10000.0,97,0.15,4
5,1,8047.0,4958.180928,97,0.15,4
5,4,9638.0,4947.995469,97,0.10018157294044407,4
5,7,3219.0,4898.587646,97,0.15,4
6,7,4828.0,7841.81131,97,0.15,4
6,17,3219.0,23403.47319,97,0.15,4
7,5,3219.0,4898.587646,97,0.15,4
7,6,4828.0,7841.81131,97,0.15,4
7,8,16093.0,5050.193156,97,0.15,4
7,15,8047.0,5045.822583,97,0.15,4
8,4,8047.0,10000.0,97,0.15,4
8,7,16093.0,5050.193156,97,0.15,4
8,9,4828.0,13915.78842,97,0.15,4
9,8,4828.0,13915.78842,97,0.15,4
9,10,8354.166666666666,10000.0,97,0.1444847880299252,4
9,14,9656.0,13512.00155,97,0.15,4
9,15,7439.333333333333,4854.917717,97,0.12978985572183888,4
9,16,12907.333333333334,4993.510694,97,0.14962424461546406,4
10,3,9688.333333333334,4908.82673,97,0.14949939790125577,4
10,9,8208.666666666666,10000.0,97,0.14704580524648747,4
10,11,10949.333333333334,4908.82673,97,0.13228202630297123,4
10,13,6598.666666666667,4876.508287,97,0.14632501515457666,4
11,2,6437.0,23403.47319,97,0.15,4
11,10,10900.833333333334,4908.82673,97,0.13287057564406388,4
11,12,4828.0,25900.20064,97,0.15,4
12,11,4828.0,25900.20064,97,0.15,4
12,23,8021.333333333333,5091.256152,97,0.12037275598404255,4
13,10,6744.166666666667,4876.508287,97,0.14316817002347706,4
13,14,8095.5,5127.526119,97,0.14910135260329813,4
13,22,6792.666666666667,4924.790605,97,0.1421459417018353,4
14,9,9672.166666666666,13512.00155,97,0.14974928058173798,4
14,13,8127.833333333333,5127.526119,97,0.148508212520762,4
14,18,5636.333333333333,14564.75315,97,0.12848778756875037,4
14,21,6525.5,9599.180565,97,0.11098000153244961,4
15,7,8047.0,5045.822583,97,0.15,4
15,9,7520.166666666667,4854.917717,97,0.1283947607544159,4
15,16,5078.166666666666,5229.910063,97,0.0950835275197742,4
15,17,4828.0,19679.89671,97,0.15,4
16,9,12891.166666666666,4993.510694,97,0.14981188669243797,4
16,15,5110.5,5229.910063,97,0.09448194892867624,4
16,18,5951.166666666666,4823.950831,97,0.0811353516117288,4
17,6,3219.0,23403.47319,97,0.15,4
17,15,4828.0,19679.89671,97,0.15,4
17,19,6437.0,23403.47319,97,0.15,4
18,14,5652.5,14564.75315,97,0.1281203007518797,4
18,16,5918.833333333333,4823.950831,97,0.08157857685917833,4
18,19,7067.5,5002.607563,97,0.1366183233109303,4
19,17,6437.0,23403.47319,97,0.15,4
19,18,6954.333333333333,5002.607563,97,0.13884148971864066,4
19,20,9720.666666666666,5059.91234,97,0.14900212605445443,4
19,21,8063.166666666667,5075.697193,97,0.1496992496744455,4
20,19,9656.0,5059.91234,97,0.15,4
20,21,4609.333333333333,5229.910063,97,0.1047548452415389,4
20,23,5474.666666666667,4885.357564,97,0.13228202630297123,4
21,14,6525.5,9599.180565,97,0.11098000153244961,4
21,19,8047.0,5075.697193,97,0.15,4
21,20,4722.5,5229.910063,97,0.10224457384859713,4
21,22,6954.333333333333,5000.0,97,0.13884148971864066,4
22,13,6760.333333333333,4924.790605,97,0.14282579754449978,4
22,21,6825.0,5000.0,97,0.14147252747252748,4
22,23,3817.1666666666665,5078.508436,97,0.12649434571890145,4
23,12,8086.0,5091.256152,97,0.11941009151620084,4
23,20,5377.666666666667,4885.357564,97,0.134668071654373,4
23,22,3865.6666666666665,5078.508436,97,0.12490730361300335,4
