origin,destination,volume
0,1,103.9900791435549
0,2,95.68512145559413
0,3,499.6234626813036
0,4,200.05991599592713
0,5,297.99071293495894
0,6,482.4892237334016
0,7,780.4697912899412
0,8,481.26912127401926
0,9,1310.027842355074
0,10,513.6428128036282
0,11,201.63497755845387
0,12,476.75700446805655
0,13,313.2136317916184
0,14,502.66365744630036
0,15,478.96628038750777
0,16,383.5703534182529
0,17,102.97071245385992
0,18,287.0366336132074
0,19,296.8572259705068
0,20,98.29674433689397
0,21,401.9258801214871
0,22,297.19934475098364
0,23,101.71823622706502
1,0,98.17128640228857
1,2,102.04106967400281
1,3,190.8325200614654
1,4,103.22920324988478
1,5,382.52599274317237
1,6,193.38451454949112
1,7,417.0257513593449
1,8,190.3377466605894
1,9,576.9480224374988
1,10,190.086276327244
1,11,101.72970628075713
1,12,311.78782759127483
1,13,101.56326606177026
1,14,101.69171569363972
1,15,414.5849658019208
1,16,199.53027283102992
1,18,101.99962011085655
1,19,98.25135421874688
1,21,102.63600901263918
2,0,97.68153410067356
2,1,102.96930724565516
2,3,203.37474577848957
2,4,96.42592255217943
2,5,303.56352225683435
2,6,95.54308845911002
2,7,208.31171717039686
2,8,101.525338368997
2,9,311.7120653290433
2,10,290.6704348089389
2,11,201.748876798454
2,12,100.1913469072304
2,13,102.3961465899267
2,14,103.33266549988221
2,15,199.27745555251053
2,16,97.65657716413614
2,21,101.89757791890142
2,22,97.07122334781994
3,0,476.7030291363197
3,1,195.4890736458737
3,2,201.47129129187903
3,4,514.1899177744816
3,5,387.9290128104988
3,6,404.70937040851646
3,7,714.8586592225853
3,8,680.4840464483601
3,9,1234.5768592571999
3,10,1444.4514467309752
3,11,593.3898848587161
3,12,616.9251589257856
3,13,498.03592842258416
3,14,512.9333447855056
3,15,824.5307041436209
3,16,521.8502330823522
3,17,100.65359723845799
3,18,195.17308151233635
3,19,302.1504575648343
3,20,195.0090971217068
3,21,386.6291829670265
3,22,498.0959423438019
3,23,193.93067685237594
4,0,209.56094968925552
4,1,99.02297304750576
4,2,101.01335426523501
4,3,519.062227505447
4,5,192.59022087056485
4,6,209.27126362474323
4,7,520.5269308409879
4,8,779.3082097295832
4,9,1049.4370584733726
4,10,509.91755383670255
4,11,196.1557134172741
4,12,198.72867185464546
4,13,101.66254252409195
4,14,203.87343073097776
4,15,518.5676709785541
4,16,204.6255850998078
4,18,103.26549313063882
4,19,98.98926934005794
4,20,104.62045422950277
4,21,200.89489311318053
4,22,99.31238022473353
5,0,285.07765005817726
5,1,383.08452320439
5,2,310.3827268356421
5,3,389.51660860423567
5,4,192.3137651495033
5,6,380.85449994401176
5,7,788.0717702377725
5,8,410.475273703224
5,9,786.7438063143476
5,10,392.04904677417625
5,11,194.80666465107214
5,12,202.36537927045117
5,13,95.79894006007791
5,14,208.23979700305642
5,15,857.5073294989994
5,16,510.00576446240143
5,17,96.90262653229316
5,18,200.30708653526207
5,19,290.7951091710513
5,20,101.77506816354422
5,21,209.85518111024808
5,22,95.34782336854344
5,23,96.61469733992016
6,0,492.00771373727775
6,1,208.75301470167193
6,2,103.79325601935261
6,3,395.47116774171644
6,4,203.42628438651457
6,5,390.83925438860496
6,7,1004.3128213474148
6,8,585.1624510412692
6,9,1877.8944928253131
6,10,491.7031365771517
6,11,690.4530076267517
6,12,404.20215375087764
6,13,194.1813167963887
6,14,503.7232907123046
6,15,1399.1893161617686
6,16,995.997321154868
6,17,196.62713144824605
6,18,410.22035470476663
6,19,518.4064554621556
6,20,190.05062165722956
6,21,518.7100080913754
6,22,201.57910079123656
6,23,96.82416908050357
7,0,838.0260914644784
7,1,413.1915726708979
7,2,190.83626015503268
7,3,673.8197028154008
7,4,519.1841009695224
7,5,805.9159053159588
7,6,962.4011766019183
7,8,805.5604986367879
7,9,1577.1939090948204
7,10,794.7574012066456
7,11,583.0942873056077
7,12,629.680228445233
7,13,387.2795393137963
7,14,574.6618368634945
7,15,2248.8007315727
7,16,1446.3860347433495
7,17,299.74789635355756
7,18,721.0332982996296
7,19,941.9593613700262
7,20,391.6287552552123
7,21,510.66048351801686
7,22,298.51131832216737
7,23,201.66751585528507
8,0,500.71427865357765
8,1,194.02147855742032
8,2,99.43606269766013
8,3,696.8263360799676
8,4,820.8078694022331
8,5,384.14324208873626
8,6,579.8958673302427
8,7,786.723440354302
8,9,2720.429028195371
8,10,1336.6053978202324
8,11,589.3250396868186
8,12,599.4985520466212
8,13,610.7367293789716
8,14,887.8842310219753
8,15,1421.2128092147057
8,16,872.3465140931202
8,17,206.70205071344364
8,18,397.93795479882283
8,19,629.1090409090506
8,20,289.5740776768635
8,21,674.5079106841911
8,22,489.29347846012644
8,23,194.9232412951715
9,0,1329.2380373234957
9,1,628.9983928352714
9,2,302.49381012843946
9,3,1246.7379537660922
9,4,1009.9226078617045
9,5,810.5114953194408
9,6,1947.6283400504333
9,7,1521.9871414254933
9,8,2694.468874697543
9,10,4018.2540830678254
9,11,2062.941670506851
9,12,1957.89766895252
9,13,2106.2729791030806
9,14,4198.1155929544875
9,15,4615.850532371244
9,16,4030.366228878355
9,17,726.9622559339971
9,18,1766.0670418711422
9,19,2396.8360798288745
9,20,1180.811796369072
9,21,2697.9929506817803
9,22,1754.7503656494296
9,23,776.2187379649448
10,0,496.3975096698623
10,1,204.93472032793184
10,2,303.5662896498395
10,3,1494.480137248497
10,4,500.84260227254305
10,5,396.9842250691843
10,6,523.4024565411111
10,7,818.9598565573892
10,8,1456.8545677485506
10,9,3949.67958507207
10,11,1355.2995416604658
10,12,963.0239727258778
10,13,1661.9402233640062
10,14,1404.7810309217032
10,15,1431.1207808382062
10,16,1038.1376126271994
10,17,104.90868963819011
10,18,391.64418318297925
10,19,621.6037217243952
10,20,396.75300149145056
10,21,1051.20172386897
10,22,1282.8240685152389
10,23,575.0892549376499
11,0,198.4381235599412
11,1,99.9899533142306
11,2,194.41560790600164
11,3,599.8402487240146
11,4,190.0939286277497
11,5,201.6484070417575
11,6,668.2372342976763
11,7,576.1775800286288
11,8,579.5487453160332
11,9,1928.713753495281
11,10,1338.4010086852618
11,12,1335.2164467733876
11,13,718.212834361294
11,14,687.6438036140702
11,15,713.2789651587284
11,16,576.8056063268969
11,17,192.88730150486356
11,18,298.9407693471509
11,19,383.1702066372611
11,20,296.2924312492931
11,21,701.5211505288501
11,22,690.8440000062238
11,23,484.6239140891906
12,0,479.87796406585545
12,1,289.7991598143778
12,2,96.06407714726258
12,3,576.6282010078862
12,4,205.27313562379908
12,5,200.7197185408391
12,6,392.3044655787478
12,7,628.1627425566688
12,8,593.6632504669215
12,9,1959.589990982549
12,10,956.9203159966509
12,11,1270.0852857958696
12,13,586.2655950278183
12,14,690.2304252731959
12,15,628.0384031827016
12,16,521.9822572674593
12,17,97.16960840759488
12,18,294.98978798236357
12,19,578.5358553101565
12,20,625.2098736079323
12,21,1337.959167416447
12,22,785.0732082899239
12,23,837.4751512715211
13,0,286.4205333776859
13,1,101.38586482687448
13,2,98.07441421007704
13,3,515.4052541541824
13,4,97.69537975210886
13,5,100.74789325077842
13,6,207.73483152832543
13,7,415.6245281258053
13,8,611.0166558113223
13,9,2071.673513359185
13,10,1583.0025458605378
13,11,677.1317163383733
13,12,610.6254216916253
13,14,1282.249697145147
13,15,689.0158004299909
13,16,667.3716907609696
13,17,98.16620665318571
13,18,313.4337820459892
13,19,489.6103179818628
13,20,409.47122161286956
13,21,1223.4954402281414
13,22,1056.9985967407408
13,23,386.53812126716207
14,0,523.0462599583777
14,1,102.67021855149166
14,2,103.28071142257411
14,3,481.98346857395035
14,4,198.30840222525512
14,5,191.07337383072337
14,6,506.92116540322377
14,7,602.7900571250651
14,8,1014.6105534818386
14,9,3947.481448064855
14,10,1369.7235993117727
14,11,723.2877641930504
14,12,678.4039064236199
14,13,1323.0733955868006
14,15,1221.2427641843005
14,16,1499.332139122998
14,17,204.5715445280051
14,18,826.0896585721728
14,19,1085.2851535335342
14,20,781.1368371458062
14,21,2714.4888389615294
14,22,1003.8830043672773
14,23,394.63139083914643
15,0,485.78408382895947
15,1,391.9264397241618
15,2,208.2474468466071
15,3,817.4710011514314
15,4,510.686549913125
15,5,920.1541375290425
15,6,1459.060028418055
15,7,2096.5962075870557
15,8,1391.9914216016214
15,9,4567.7211434097935
15,10,1452.1727844406873
15,11,708.8150641879176
15,12,589.9897525546695
15,13,699.9562726492381
15,14,1157.0049414976056
15,16,2865.58837905869
15,17,520.3611728259484
15,18,1333.794828278402
15,19,1633.4040679778234
15,20,588.4346926424763
15,21,1140.182711443331
15,22,476.7171535732269
15,23,305.03023262339593
16,0,387.2181569533445
16,1,202.97576886697212
16,2,99.13015029603542
16,3,483.2218717069822
16,4,193.15173769877202
16,5,496.41936369822054
16,6,967.7782522727267
16,7,1449.574296772648
16,8,909.6852523150455
16,9,4066.2605353970057
16,10,995.7604030394314
16,11,594.0735207185197
16,12,478.95135150607473
16,13,676.5338052997951
16,14,1506.8074446179696
16,15,2914.587268596723
16,17,579.1133370751013
16,18,1678.2913681107186
16,19,1646.3611927742968
16,20,622.3203351859898
16,21,1691.1605340314939
16,22,572.6780204456713
16,23,286.3505315889154
17,0,97.15070052996882
17,3,96.3171961713812
17,5,100.27102230693232
17,6,202.28013107247708
17,7,287.8762404864356
17,8,196.87499378034042
17,9,733.655445131793
17,10,203.78900495159914
17,11,198.53053115498517
17,12,98.77984315680139
17,13,101.98525673397737
17,14,208.22392031312827
17,15,476.02618735106176
17,16,606.1916792466636
17,18,293.60439747484224
17,19,415.9119216367215
17,20,103.27767858008654
17,21,294.88829005220794
17,22,102.1461579942958
18,0,285.0473336931096
18,1,96.0059914457594
18,3,197.6820625141945
18,4,99.74845099460671
18,5,195.97469317950993
18,6,395.015563787601
18,7,724.7131801576136
18,8,406.5205643676156
18,9,1727.2888527655834
18,10,381.9191088722075
18,11,294.4087194696387
18,12,312.74725352756974
18,13,300.27280872018713
18,14,833.9279547340564
18,15,1298.3145523356766
18,16,1647.526363402966
18,17,287.9821490478046
18,19,1237.0081782581065
18,20,403.2941450471523
18,21,1213.710059053656
18,22,296.3000964591176
18,23,103.94362707235754
19,0,312.27580524727057
19,1,96.17867293569272
19,3,306.3201753278436
19,4,97.20790517298747
19,5,289.5564552540542
19,6,495.0319795362535
19,7,941.8087061238535
19,8,583.2318891979468
19,9,2387.087501855906
19,10,620.7482833472828
19,11,494.4404473049785
19,12,617.2518898573616
19,13,491.18086522469207
19,14,1071.1302689159122
19,15,1602.5317896184592
19,16,1752.5754549488051
19,17,414.46073843915644
19,18,1187.1242964599369
19,20,1216.685863547078
19,21,2439.600983986469
19,22,711.9520554358195
19,23,396.6814052953168
20,0,98.33424451059217
20,3,191.84615670587306
20,4,103.56786080581021
20,5,96.23102997246436
20,6,208.16764819251415
20,7,407.79134348432063
20,8,296.733992123313
20,9,1159.3093988824032
20,10,405.51120102561254
20,11,289.37030263956757
20,12,609.4736455032105
20,13,416.85787903502563
20,14,786.336125081832
20,15,585.5317940732581
20,16,629.793779779465
20,17,103.72597994592819
20,18,393.48485919401367
20,19,1237.6038403511593
20,21,1790.462962051462
20,22,699.3304566709959
20,23,524.6144196331026
21,0,394.0731650033412
21,1,98.32238260596786
21,2,97.54937855276215
21,3,395.7724109344818
21,4,197.99804188451785
21,5,202.9251252745671
21,6,487.6407799769463
21,7,477.06093003876896
21,8,722.5180568898338
21,9,2603.9222713396507
21,10,1145.0355533667243
21,11,685.1022857875447
21,12,1282.415624770995
21,13,1145.7093479816215
21,14,2562.2841481048517
21,15,1213.9530384989023
21,16,1725.039907459571
21,17,285.8842610987396
21,18,1236.8353214504884
21,19,2515.858487148696
21,20,1724.2463538160932
21,22,2075.616208132894
21,23,1048.5526371520127
22,0,288.5879469483009
22,2,96.4130403988336
22,3,506.7455506417525
22,4,98.12300167605338
22,5,98.91036518579668
22,6,196.3562946316981
22,7,295.6188287088324
22,8,515.7945408166577
22,9,1830.980909280345
22,10,1283.1335317721994
22,11,687.7323321215349
22,12,772.7843466630516
22,13,1126.0174564772947
22,14,996.1922976813248
