origin,destination,volume
0,1,98.29675215554687
0,2,97.05695085726046
0,3,485.9323945324057
0,4,194.8639908234365
0,5,304.25316826654546
0,6,491.8541002139542
0,7,807.8036479439413
0,8,485.4343645628013
0,9,1276.4681945647849
0,10,524.2410130319681
0,11,198.9133360606291
0,12,518.7416664145102
0,13,286.74457102220043
0,14,483.8230096379551
0,15,497.05078173056506
0,16,387.3069659011149
0,17,102.1934422283418
0,18,289.6954979769579
0,19,301.4503164957768
0,20,103.16204065479346
0,21,413.6071477175384
0,22,291.25421718146964
0,23,96.95914663890679
1,0,97.9920226218399
1,2,102.97126450197145
1,3,207.30616403507338
1,4,97.56745720457008
1,5,401.51414673674503
1,6,191.28877008485793
1,7,399.8182594491133
1,8,198.22573799757166
1,9,581.6781262151554
1,10,199.19238154418463
1,11,104.22897820820138
1,12,295.77708845677324
1,13,102.5963909076958
1,14,101.1854978122698
1,15,387.46448690465047
1,16,193.59952039667735
1,18,104.93575186820951
1,19,101.73199169713523
1,21,101.14730286864875
2,0,99.70957589429187
2,1,98.81352340455796
2,3,194.5835162150638
2,4,104.11496828147307
2,5,306.16893474088556
2,6,101.53902552305765
2,7,198.0881207771885
2,8,104.0704142444182
2,9,314.32743349301904
2,10,313.5598943670131
2,11,195.52226922303913
2,12,102.26425476928883
2,13,95.47838463433227
2,14,98.46974950128336
2,15,200.55342699696786
2,16,99.35624614719212
2,21,103.57794969767909
2,22,101.6718330402917
3,0,487.23398528424025
3,1,206.25354716884559
3,2,209.94162518363476
3,4,503.98085270496574
3,5,405.7492718656451
3,6,383.2560152694154
3,7,716.1290795931603
3,8,698.3922922187352
3,9,1215.6869124525222
3,10,1442.8164721291362
3,11,627.7388821394311
3,12,622.4543894720902
3,13,497.5771898727697
3,14,515.4096357325391
3,15,762.7457377798958
3,16,500.8878467552561
3,17,95.77141256849589
3,18,190.75609127215063
3,19,309.5594140098345
3,20,203.87907886167147
3,21,407.71091779524465
3,22,503.2089458082424
3,23,191.6007248359763
4,0,205.1032867151435
4,1,102.86572654920802
4,2,104.29232782408529
4,3,480.41167367958843
4,5,209.02452990098018
4,6,200.50776385600648
4,7,486.44700644800463
4,8,800.2250721172393
4,9,1048.3506973139752
4,10,508.1577212194903
4,11,206.15227337783188
4,12,205.61612342786586
4,13,101.01976597619083
4,14,206.04968478562574
4,15,487.8932850916942
4,16,194.24073523690964
4,18,95.1288501149268
4,19,97.80431944812375
4,20,102.87805730168785
4,21,203.1280819513159
4,22,97.73736012746798
5,0,300.1360949193766
5,1,400.253610833499
5,2,286.6802081725769
5,3,389.5119906230274
5,4,201.0832397722149
5,6,396.28312720348447
5,7,792.659517943717
5,8,416.9733803648416
5,9,826.1381664744162
5,10,415.82302555933995
5,11,201.43798654545654
5,12,197.554773362666
5,13,102.5282713516251
5,14,191.4646094587377
5,15,858.0961944492424
5,16,500.9626896779854
5,17,100.93579925197247
5,18,206.6948895659381
5,19,298.4367006903586
