# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.423,25900,4659.96
200,0,2,238.899,239.432,23403,8174.57
200,1,0,358.367,358.419,25900,4575.63
200,1,5,299.852,400.835,4958,6075.12
200,2,0,238.899,239.455,23403,8258.9
200,2,3,238.899,258.516,17110,14717.4
200,2,11,238.899,240.217,23403,10248.2
200,3,2,238.899,256.176,17110,14257.4
200,3,4,119.468,141.363,17782,18695.1
200,3,10,358.367,428.097,4908,5237.86
200,4,3,119.468,139.33,17782,18245.4
200,4,5,238.899,598.007,4947,8801.81
200,4,8,298.652,607.578,10000,16205
200,5,1,299.252,394.744,4958,5990.8
200,5,4,238.899,597.982,4947,8801.65
200,5,7,119.468,920.728,4898,12665.6
200,6,7,179.184,336.799,7841,12201.8
200,6,17,119.468,123.472,23403,16090.1
200,7,5,119.468,899.563,4898,12581.1
200,7,6,179.184,337.583,7841,12216.9
200,7,8,597.266,921.39,5050,6964.73
200,7,15,298.652,651.263,5045,8450.29
200,8,4,298.652,574.694,10000,15755.4
200,8,7,597.266,909.797,5050,6901.6
200,8,9,179.184,350.211,13915,22100.5
200,9,8,179.184,337.788,13915,21687.8
200,9,10,298.652,736.069,10000,17677.1
200,9,14,358.367,846.997,13512,23461.7
200,9,15,238.899,1210.24,4854,11075.6
200,9,16,477.835,974.271,4993,8100
200,10,3,358.367,433.001,4908,5327.63
200,10,9,298.652,708.856,10000,17395.5
200,10,11,362.567,810.082,4908,8336.84
200,10,13,238.899,887.227,4876,10056.3
200,11,2,238.899,240.52,23403,10792.5
200,11,10,362.567,888.495,4908,8680.23
200,11,12,179.184,180.638,25900,12492.5
200,12,11,179.184,181.156,25900,13480.2
200,12,23,265.299,851.66,5091,10239.2
200,13,10,238.899,782.073,4876,9621.04
200,13,14,298.652,666.479,5127,8678.81
200,13,22,238.899,542.549,4924,8401.08
200,14,9,358.367,823.004,13512,23168.2
200,14,13,298.652,775.832,5127,9262.32
200,14,18,179.184,241.62,14564,17980.1
200,14,21,179.184,489.915,9599,17700.1
200,15,7,298.652,650.227,5045,8444.07
200,15,9,238.899,1232.67,4854,11139
200,15,16,121.268,601.472,5229,11897.1
200,15,17,179.184,190.944,19679,16005.1
200,16,9,477.835,974.011,4993,8098.94
200,16,15,122.468,579.638,5229,11751.7
200,16,18,162.068,457.203,4823,9715.98
200,17,6,119.468,123.457,23403,16075
200,17,15,179.184,191.55,19679,16207.6
200,17,19,238.899,256.618,23403,19624.7
200,18,14,179.184,247.554,14564,18392.9
200,18,16,160.868,438.616,4823,9569.61
200,18,19,238.899,570.791,5002,8726.03
200,19,17,238.899,256.935,23403,19712.1
200,19,18,238.899,613.223,5002,8992.48
200,19,20,358.367,535.239,5059,6813.57
200,19,21,298.652,462.091,5075,7013.93
200,20,19,358.367,564.721,5059,7081.3
200,20,21,119.468,462.881,5229,10940.5
200,20,23,179.184,605.499,4885,9748.78
200,21,14,179.184,474.564,9599,17477.3
200,21,19,298.652,460.797,5075,7000
200,21,20,119.468,368.58,5229,10096.7
200,21,22,238.899,829.781,5000,10075.6
200,22,13,238.899,419.955,4924,7382.36
200,22,21,238.899,614.259,5000,8995.09
200,22,23,119.468,148.096,5078,5708.94
200,23,12,263.499,1081.21,5091,11126.9
200,23,20,179.184,835.769,4885,10860.3
200,23,22,719.468,724.044,5078,3609.75
