origin,destination,volume
0,1,98.7273188321248
0,2,100.99715209454693
0,3,499.37761692308476
0,4,200.7672165603592
0,5,304.2541507156108
0,6,500.17313650163163
0,7,801.9628882698571
0,8,507.5887515218369
0,9,1291.087098306508
0,10,494.4452192660584
0,11,201.0530861863852
0,12,504.49639893448307
0,13,295.48936774927415
0,14,496.34768859675415
0,15,509.0124921764385
0,16,395.5801095698118
0,17,98.28257143273737
0,18,302.63851064616125
0,19,302.0091946935174
0,20,101.50196743899143
0,21,396.5234532200114
0,22,305.57981358801317
0,23,100.42754442762187
1,0,100.11907657523993
1,2,101.35816005682999
1,3,201.02277843722285
1,4,100.33324866307849
1,5,406.23895117109987
1,6,199.88046898215762
1,7,394.2625783825741
1,8,201.03514236702168
1,9,599.0996059680335
1,10,201.20831810057763
1,11,100.639019833319
1,12,295.9452198300312
1,13,99.01841906983111
1,14,101.7685628424344
1,15,402.0001888069733
1,16,199.43605466374706
1,18,100.60654190875111
1,19,98.87378137572945
1,21,100.96120471847871
2,0,98.82024503962454
2,1,98.40389200439887
2,3,199.31362360562233
2,4,100.92865320889706
2,5,300.93125414733805
2,6,98.26377930670066
2,7,203.16193119404537
2,8,100.43063032580906
2,9,296.15575595643935
2,10,301.21498618592545
2,11,196.51571636020097
2,12,99.03455071588164
2,13,100.82055025896057
2,14,101.8358869610378
2,15,197.99635097895418
2,16,99.09481862128244
2,21,98.44829916377516
2,22,100.76456142876158
3,0,507.7913925375692
3,1,199.6968389773087
3,2,197.87116353156603
3,4,504.86397915229907
3,5,396.89475408009105
3,6,405.9398297769265
3,7,713.5538464330215
3,8,692.6494882151949
3,9,1176.228055888077
3,10,1387.657120453989
3,11,590.7266407865096
3,12,608.0386193443438
3,13,504.5251595520619
3,14,507.5892762858422
3,15,798.6946204645589
3,16,503.6808774499244
3,17,100.40872347588518
3,18,202.9179439762257
3,19,304.21595906288707
3,20,197.44802717260768
3,21,397.41088417812153
3,22,495.9367281230415
3,23,198.02747813592305
4,0,200.67130557379986
4,1,100.94179742786432
4,2,99.5464377728652
4,3,502.1286470137281
4,5,203.37888005425765
4,6,197.3832006005209
4,7,507.41296644004694
4,8,791.3674969091196
4,9,1007.6875424459145
4,10,494.9481659221865
4,11,202.12971514230412
4,12,198.24501962434744
4,13,99.82228229175324
4,14,199.62530300912863
4,15,496.88847996408253
4,16,196.1483271930197
4,18,99.2513137127238
4,19,98.6158781783873
4,20,99.39980532008593
4,21,197.10844214079955
4,22,99.5340224492923
5,0,303.18750935329285
5,1,395.26398690769184
5,2,302.93436604538357
5,3,394.0119129228168
5,4,196.46130222207861
5,6,397.6062624958677
5,7,803.6693905052674
5,8,395.6247273953322
5,9,809.5658827399285
5,10,392.6144104865138
5,11,196.10952942235727
5,12,202.35108871463407
5,13,100.67419399766193
5,14,200.80240967678108
5,15,886.9284962757754
5,16,508.46914215908066
5,17,98.20206614870196
5,18,200.0396882102739
5,19,302.0989859025257
5,20,99.87086879222441
5,21,202.63885165489089
5,22,98.16678548567765
5,23,100.65593666531969
6,0,497.7801682959666
6,1,197.43995729600823
6,2,100.0314859040712
6,3,406.84859867229255
6,4,198.4725724283162
6,5,405.7252451055948
6,7,1004.8417659042196
6,8,590.6423021273796
6,9,1921.020980207766
6,10,494.0599561665474
6,11,708.807550435899
6,12,392.77562613682204
6,13,201.08666398485076
6,14,508.9548379472922
6,15,1374.498868375828
6,16,1018.4642177413031
6,17,202.75427190465507
6,18,401.1865187515028
6,19,494.2052326590696
6,20,201.20258362101424
6,21,509.78091802184235
6,22,198.6558524814461
6,23,98.51969905202793
7,0,804.0246442148433
7,1,398.7622765824301
7,2,196.66371457886837
7,3,687.6895175960411
7,4,502.09920462733714
7,5,799.5896150116276
7,6,988.3453618762937
7,8,787.4831666432257
7,9,1600.4256293713972
7,10,813.2158907485493
7,11,600.7232032342428
7,12,595.4996551892499
7,13,406.26413403347686
7,14,594.8176641235002
7,15,2223.7170309504045
7,16,1426.989712402859
7,17,298.0618945574198
7,18,708.7999649529193
7,19,888.950843090938
7,20,396.5595994300707
7,21,497.76648409359274
7,22,303.22676907308266
7,23,200.98801111334387
8,0,498.91503531301095
8,1,200.3571619789929
8,2,98.59467974608313
8,3,704.2872641720728
8,4,795.2436316029798
8,5,392.7787642978672
8,6,603.556201209924
8,7,810.7540163078914
8,9,2773.660266971356
8,10,1425.922607084096
8,11,603.1735259097497
8,12,591.5703499211942
8,13,599.5019994911977
8,14,917.1918679751087
8,15,1414.6177799654288
8,16,905.560703687792
8,17,196.70451812508037
8,18,406.85570279577854
8,19,588.1671699668648
8,20,295.1835444962176
8,21,697.9745802334329
8,22,504.3655503729434
8,23,202.260125208067
9,0,1310.592921899886
9,1,603.5752379011128
9,2,302.2414764759942
9,3,1217.9418703223828
9,4,992.9386560925384
9,5,807.4399924250489
9,6,1876.87066046926
9,7,1621.9865790008753
9,8,2791.4027342805216
9,10,4047.8253102756094
9,11,2000.8621045645282
9,12,1888.8161179152537
9,13,2084.273430920131
9,14,3926.2495606473576
9,15,4372.290562952181
9,16,3888.9579420777454
9,17,712.3515692822489
9,18,1768.8690505442971
9,19,2548.9979747982316
9,20,1177.5490189301338
9,21,2564.2566486591195
9,22,1822.996451379387
9,23,793.6385150404747
10,0,506.58466154116365
10,1,198.06442837481723
10,2,296.63585708770756
10,3,1478.5253032744863
10,4,500.78078297733333
10,5,404.2166060577852
10,6,494.0789896231505
10,7,794.2479868407579
10,8,1421.7962746903556
10,9,3843.0578878825704
10,11,1415.4625300710115
10,12,1011.6064851366211
10,13,1618.5057914429347
10,14,1400.2484228293115
10,15,1414.6477492778783
10,16,1018.2356667251369
10,17,101.32834799626598
10,18,393.28136138831604
10,19,611.137669528334
10,20,407.8425081008814
10,21,1096.4625419970855
10,22,1323.2295944447837
10,23,592.0217928905652
11,0,199.07071516374228
11,1,100.27366582767515
11,2,200.4752867859844
11,3,606.8066513000128
11,4,196.65088311348052
11,5,202.68845363147062
11,6,712.5016344431443
11,7,604.3251948651173
11,8,608.0727007744573
11,9,1974.5815106699647
11,10,1406.0145479840417
11,12,1277.8804431399653
11,13,701.4369548394835
11,14,698.8312217679427
11,15,706.3198589051426
11,16,594.5929431085207
11,17,201.7793183161931
11,18,300.50073678349503
11,19,406.8129360718002
11,20,305.95914302670263
11,21,707.0949352603343
11,22,689.9091687163988
11,23,491.8247466519295
12,0,497.51412554389714
12,1,300.19312643604684
12,2,100.38062957595706
12,3,591.02154297722
12,4,200.02474007090956
12,5,197.1446832597319
12,6,405.0319248670018
12,7,601.6409361260651
12,8,603.7883879107492
12,9,1928.1616571826928
12,10,990.8926536011344
12,11,1306.6364081228776
12,13,603.740363093494
12,14,710.7759300647551
12,15,590.608531809927
12,16,497.18478285219874
12,17,101.6883226386231
12,18,299.4617222542843
12,19,601.0515829656
12,20,595.0992994776316
12,21,1275.8535613378774
12,22,790.6210718671564
12,23,815.9829155670129
13,0,295.7282634387183
13,1,98.88648553769775
13,2,100.09596843401143
13,3,490.121071237101
13,4,98.38648057097605
13,5,101.7786604372876
13,6,201.6442770409639
13,7,404.26889035627073
13,8,611.1428676783678
13,9,2109.779064147881
13,10,1587.664513722496
13,11,687.4535827592183
13,12,588.8726040771505
13,14,1308.6064931513706
13,15,687.0741017208268
13,16,711.1660390429308
13,17,100.05789277418793
13,18,304.77038994545927
13,19,490.1603963125283
13,20,404.8677796340924
13,21,1211.5364343318608
13,22,1118.2803449287894
13,23,395.7904778988974
14,0,509.74908424351526
14,1,98.88994937578309
14,2,101.26882574889969
14,3,497.7811418559526
14,4,200.78875818964767
14,5,201.0237798074019
14,6,501.728992178941
14,7,595.5292329198473
14,8,983.9713698652156
14,9,4040.1888694485056
14,10,1398.8912595224376
14,11,713.016761151573
14,12,695.9738724199177
14,13,1307.6769654625318
14,15,1198.794345008409
14,16,1475.763891923638
14,17,199.45291806068934
14,18,793.9703898888671
14,19,1092.5292497919518
14,20,787.0581388795686
14,21,2642.2919303602716
14,22,997.0830910009877
14,23,395.6678452462236
15,0,499.11426495857063
15,1,400.9354325382964
15,2,202.42376706554256
15,3,795.4719819132832
15,4,501.17881871996195
15,5,891.9556802490013
15,6,1391.4209542513563
15,7,2212.9522401104996
15,8,1406.6008096363157
15,9,4456.866915621639
15,10,1386.4592135661392
15,11,703.8078306840927
15,12,607.7368279013326
15,13,709.1579301570398
15,14,1194.6710615560555
15,16,2827.99111582751
15,17,503.09644653208943
15,18,1324.7507232535452
15,19,1591.822039873917
15,20,600.791257845999
15,21,1208.5669764596432
15,22,504.49292272706305
15,23,298.74487587393503
16,0,407.3088561216118
16,1,196.26881315841877
16,2,100.5026515929684
16,3,503.54134721401664
16,4,199.9707307878968
16,5,490.4107628136794
16,6,981.8040711805442
16,7,1406.5068165029504
16,8,917.2053320996055
16,9,3946.935262944867
16,10,1011.4480151709431
16,11,590.17574467743
16,12,496.21920400697974
16,13,710.9737030327732
16,14,1528.364475793246
16,15,2767.3828148882762
16,17,604.4636880407854
16,18,1707.9442544712465
16,19,1672.8367344595454
16,20,602.4040487628716
16,21,1697.935455645775
16,22,590.9103134036224
16,23,295.03347649795353
17,0,98.5046924601576
17,3,99.47650163597868
17,5,101.53152328362252
17,6,201.56126130917076
17,7,294.79977993659895
17,8,199.65532409468204
17,9,686.8491741610267
17,10,197.50391059203088
17,11,203.1487159990764
17,12,100.96989748764882
17,13,99.29781077068417
17,14,203.29975104070888
17,15,504.64659079690045
17,16,600.4659277062482
17,18,301.6360839086835
17,19,396.2955809694264
17,20,99.92958295608614
17,21,303.2848079450709
17,22,100.49005920781569
18,0,299.2259462091034
18,1,101.49189451922898
18,3,202.01306577291885
18,4,98.1683233579539
18,5,203.95564713873702
18,6,406.8622444628119
18,7,694.177413191969
18,8,396.2605888826756
18,9,1782.5699782156398
18,10,401.7883235374101
18,11,297.72379596046574
18,12,302.63293003753193
18,13,298.64977189407546
18,14,813.6859212906915
18,15,1322.0927392264655
18,16,1704.2033422367579
18,17,295.4112114490622
18,19,1223.1350326609581
18,20,399.9632972467001
18,21,1204.0606141348926
18,22,295.4878457844929
18,23,98.1493896110247
19,0,299.1904883721825
19,1,100.30769309504697
19,3,300.1165933100827
19,4,100.54482462793915
19,5,295.4003467232743
19,6,496.9273361811553
19,7,904.8778837082921
19,8,596.4367484635242
19,9,2468.3363207587004
19,10,607.0596551300341
19,11,490.8252814695263
19,12,597.9119319772548
19,13,502.4048183656743
19,14,1117.128485135946
19,15,1610.6339364613827
19,16,1691.0104478640055
19,17,395.9671107787682
19,18,1178.8656952996253
19,20,1184.7829802800625
19,21,2413.3824729742128
19,22,697.9249754130301
19,23,400.23588649742186
20,0,98.0450796994011
20,3,199.1426706022556
20,4,98.72396930509036
20,5,101.42750966194305
20,6,200.4328933751224
20,7,407.07491766746256
20,8,302.60792660018575
20,9,1207.7111376212179
20,10,393.5297579538484
20,11,303.2611603135742
20,12,592.8876055224104
20,13,394.6637575339913
20,14,812.3481567257963
20,15,592.5331042538035
20,16,609.2076633161458
20,17,100.79378558508007
20,18,406.6412783613755
20,19,1193.6519262238298
20,21,1808.2382362499093
20,22,690.3672562455308
20,23,505.6447333098767
21,0,405.5157540186709
21,1,99.90232573041274
21,2,99.20136371496757
21,3,404.6887794409992
21,4,202.03843051566795
21,5,199.09422806127654
21,6,493.0846648014972
21,7,501.9031896629592
21,8,711.4753785890158
21,9,2589.6941041149776
