edge_tail,edge_head,length,capacity,speed,b,power
0,1,9656.0,25900.20064,97,0.15,4
0,2,6437.0,23403.47319,97,0.15,4
1,0,9656.0,25900.20064,97,0.15,4
1,5,8483.5,4958.180928,97,0.14228207697294748,4
2,0,6437.0,23403.47319,97,0.15,4
2,3,6437.0,17110.52372,97,0.15,4
2,11,6437.0,23403.47319,97,0.15,4
3,2,6437.0,17110.52372,97,0.15,4
3,4,3219.0,17782.7941,97,0.15,4
3,10,11175.666666666666,4908.82673,97,0.1296030065320488,4
4,3,3219.0,17782.7941,97,0.15,4
4,5,9929.0,4947.995469,97,0.09724544264276362,4
4,8,8047.0,10000.0,97,0.15,4
5,1,8920.0,4958.180928,97,0.1353195067264574,4
5,4,9379.333333333332,4947.995469,97,0.10294441680290001,4
5,7,3219.0,4898.587646,97,0.15,4
6,7,4828.0,7841.81131,97,0.15,4
6,17,3219.0,23403.47319,97,0.15,4
7,5,3219.0,4898.587646,97,0.15,4
7,6,4828.0,7841.81131,97,0.15,4
7,8,16093.0,5050.193156,97,0.15,4
7,15,8208.666666666666,5045.822583,97,0.14704580524648747,4
8,4,8047.0,10000.0,97,0.15,4
8,7,16093.0,5050.193156,97,0.15,4
8,9,5086.666666666667,13915.78842,97,0.14237221494102226,4
9,8,5604.0,13915.78842,97,0.1292291220556745,4
9,10,9421.166666666666,10000.0,97,0.12812107488456845,4
9,14,9656.0,13512.00155,97,0.15,4
9,15,7261.5,4854.917717,97,0.13296839495971907,4
9,16,12891.166666666666,4993.510694,97,0.14981188669243797,4
10,3,9995.5,4908.82673,97,0.14490520734330448,4
10,9,8920.0,10000.0,97,0.1353195067264574,4
10,11,10399.666666666666,4908.82673,97,0.13927369466970094,4
10,13,6857.333333333333,4876.508287,97,0.1408054637371184,4
11,2,6437.0,23403.47319,97,0.15,4
11,10,10512.833333333334,4908.82673,97,0.1377744661286998,4
11,12,4828.0,25900.20064,97,0.15,4
12,11,4828.0,25900.20064,97,0.15,4
12,23,8263.833333333332,5091.256152,97,0.11684044934755865,4
13,10,7132.166666666667,4876.508287,97,0.13537961816184887,4
13,14,8871.5,5127.526119,97,0.13605929098799527,4
13,22,7213.0,4924.790605,97,0.13386247053930403,4
14,9,9656.0,13512.00155,97,0.15,4
14,13,8823.0,5127.526119,97,0.13680720843250593,4
14,18,6202.166666666667,14564.75315,97,0.1167656464138876,4
14,21,6784.166666666666,9599.180565,97,0.10674855668836752,4
15,7,8726.0,5045.822583,97,0.13832798533119411,4
15,9,7390.833333333333,4854.917717,97,0.13064156049159995,4
15,16,5159.0,5229.910063,97,0.09359371971312269,4
15,17,4828.0,19679.89671,97,0.15,4
16,9,12907.333333333334,4993.510694,97,0.14962424461546406,4
16,15,5207.5,5229.910063,97,0.0927220355256841,4
16,18,6597.833333333333,4823.950831,97,0.07318311566928537,4
17,6,3219.0,23403.47319,97,0.15,4
17,15,4828.0,19679.89671,97,0.15,4
17,19,6437.0,23403.47319,97,0.15,4
18,14,6768.0,14564.75315,97,0.10700354609929077,4
18,16,5838.0,4823.950831,97,0.08270811921891058,4
18,19,7795.0,5002.607563,97,0.12386786401539447,4
19,17,6437.0,23403.47319,97,0.15,4
19,18,7374.666666666667,5002.607563,97,0.13092795154583256,4
19,20,10383.5,5059.91234,97,0.1394905378725863,4
19,21,8354.166666666666,5075.697193,97,0.1444847880299252,4
20,19,10658.333333333334,5059.91234,97,0.1358936669272869,4
20,21,4884.166666666667,5229.910063,97,0.09886026275379627,4
20,23,6816.5,4885.357564,97,0.10624220641091468,4
21,14,7123.666666666666,9599.180565,97,0.10166112956810631,4
21,19,8047.0,5075.697193,97,0.15,4
21,20,4512.333333333333,5229.910063,97,0.10700672231661372,4
21,22,7778.833333333333,5000.0,97,0.12412529728108328,4
22,13,7892.0,4924.790605,97,0.1223454130765332,4
22,21,7407.0,5000.0,97,0.13035641960307817,4
22,23,3768.666666666667,5078.508436,97,0.1281222359808951,4
23,12,8490.166666666668,5091.256152,97,0.1137256826524803,4
23,20,5798.0,4885.357564,97,0.12490513970334596,4
23,22,4383.0,5078.508436,97,0.11016427104722792,4
