# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.456,25900,5228.59
200,0,2,238.899,239.622,23403,8820.86
200,1,0,358.367,358.456,25900,5222.61
200,1,5,310.052,395.009,4958,5818.25
200,2,0,238.899,239.624,23403,8826.84
200,2,3,238.899,258.564,17110,14726.5
200,2,11,238.899,240.484,23403,10733.2
200,3,2,238.899,259.625,17110,14921.2
200,3,4,120.068,142.06,17782,18715.9
200,3,10,366.167,434.363,4908,5208.81
200,4,3,119.468,142.425,17782,18917.9
200,4,5,315.099,591.455,4947,8243.9
200,4,8,298.652,589.515,10000,15962.8
200,5,1,323.252,407.86,4958,5812.27
200,5,4,316.899,603.869,4947,8321.94
200,5,7,120.068,923.028,4898,12672.3
200,6,7,179.184,352.275,7841,12490.9
200,6,17,119.468,123.675,23403,16290
200,7,5,121.868,943.248,4898,12744.4
200,7,6,179.784,347.876,7841,12399.7
200,7,8,597.266,951.102,5050,7119.13
200,7,15,326.852,665.976,5045,8368.3
200,8,4,298.652,598.65,10000,16086.7
200,8,7,597.266,927.186,5050,6995.66
200,8,9,194.784,355.399,13915,21756.2
200,9,8,194.184,357.785,13915,21856.6
200,9,10,323.252,771.936,10000,17789.8
200,9,14,361.967,811.62,13512,22979.2
200,9,15,254.499,1238.15,4854,11110.5
200,9,16,506.635,1002.64,4993,8098.26
200,10,3,380.567,453.756,4908,5301.65
200,10,9,314.252,742.462,10000,17583.3
200,10,11,425.567,826.891,4908,8112.85
200,10,13,252.699,827.63,4876,9758.69
200,11,2,238.899,240.376,23403,10544.4
200,11,10,406.967,843.366,4908,8284.58
200,11,12,179.184,180.764,25900,12753.5
200,12,11,179.184,180.805,25900,12836.4
200,12,23,278.499,1027.48,5091,10885.4
200,13,10,294.699,827.166,4876,9573.27
200,13,14,310.052,726.04,5127,8949.93
200,13,22,253.299,568.318,4924,8478.63
200,14,9,372.167,842.223,13512,23235.5
200,14,13,360.452,786.276,5127,9002.37
200,14,18,222.984,290.136,14564,18310.4
200,14,21,274.584,578.258,9599,17598.7
200,15,7,311.252,667.609,5045,8472.63
200,15,9,295.899,1261.55,4854,11059.3
200,15,16,179.468,603.384,5229,11532
200,15,17,179.184,193.903,19679,16928.9
200,16,9,481.435,977.871,4993,8100
200,16,15,160.868,580.439,5229,11502.3
200,16,18,203.468,444.925,4823,9240.41
200,17,6,119.468,123.77,23403,16381.2
200,17,15,179.184,194.193,19679,17011.8
200,17,19,238.899,258.93,23403,20235.8
200,18,14,207.984,276.263,14564,18386.8
200,18,16,223.268,461.82,4823,9212.49
200,18,19,276.099,588.933,5002,8597.97
200,19,17,238.899,259.224,23403,20309.8
200,19,18,277.299,597.24,5002,8646.39
200,19,20,386.567,540.62,5059,6582.3
200,19,21,305.852,468.745,5075,7008.07
200,20,19,373.367,529.847,5059,6608.07
200,20,21,214.268,312.836,5229,8007.87
200,20,23,203.184,718.51,4885,10222
200,21,14,210.984,523.904,9599,17731.2
200,21,19,303.452,466.037,5075,7004.75
200,21,20,173.468,274.469,5229,8056.83
200,21,22,355.899,776.51,5000,9254.73
200,22,13,253.299,534.428,4924,8240.78
200,22,21,282.699,736.634,5000,9432.83
200,22,23,120.668,216.959,5078,7731.31
200,23,12,304.899,1049.2,5091,10868.4
200,23,20,201.984,712.649,4885,10198.9
200,23,22,195.668,289.016,5078,7671.55
