origin,destination,volume
0,1,96.97349125401227
0,2,106.3839883431084
0,3,471.0683405186645
0,4,193.74783524058302
0,5,301.3968490364956
0,6,511.7040634425514
0,7,725.0088115108571
0,8,458.1412391687225
0,9,1416.8639420923578
0,10,549.7894982652703
0,11,211.22653942354154
0,12,541.0761888229534
0,13,276.97429443646297
0,14,505.8531715956762
0,15,535.5365375877032
0,16,420.24290510221033
0,17,109.38253393027478
0,18,299.239002261551
0,19,327.4795987670334
0,20,95.42482924100199
0,21,392.46321838938695
0,22,308.23029836976826
0,23,100.28978038425149
1,0,107.20426582916625
1,2,104.21392502516866
1,3,198.3490359292319
1,4,90.84669432701166
1,5,409.6633519004213
1,6,196.76333034060002
1,7,439.9767772856666
1,8,197.3903782293136
1,9,655.2171861692599
1,10,197.5184483481226
1,11,106.80095563092158
1,12,302.7608037677739
1,13,102.43522092579214
1,14,109.16901697478201
1,15,376.46090807863396
1,16,206.63477447443256
1,18,91.7586136465273
1,19,104.3354747014226
1,21,103.25572397253823
2,0,97.47107866140708
2,1,98.98071539634962
2,3,195.78851048816693
2,4,92.23128499828346
2,5,299.30438465243486
2,6,109.43692532383251
2,7,207.446208405
2,8,103.40421383672047
2,9,323.1758913745846
2,10,318.1495244545728
2,11,189.47135766380651
2,12,97.87256629217295
2,13,106.39613089852003
2,14,99.90129470180862
2,15,208.80909373700817
2,16,103.26796213122849
2,21,97.87080338343674
2,22,106.86364354401543
3,0,494.2105319735436
3,1,203.2531047157907
3,2,197.64821132891274
3,4,504.72725648329373
3,5,417.68330909000895
3,6,406.17092306200806
3,7,664.9039324773478
3,8,706.5691329307178
3,9,1188.856443066412
3,10,1494.7146417935191
3,11,625.0499927995037
3,12,566.990853638609
3,13,504.5107623481664
3,14,534.0032089464494
3,15,798.4727228585085
3,16,494.8709177772289
3,17,92.7301462283399
3,18,216.1416860580748
3,19,299.0515703360474
3,20,211.12208954048373
3,21,397.9888936324673
3,22,472.1702898360927
3,23,209.49746887838177
4,0,191.43325539627003
4,1,98.78670068016697
4,2,91.46935841583657
4,3,540.7807533048718
4,5,191.70183444826648
4,6,196.51146437367242
4,7,459.0102049945412
4,8,758.3814139617327
4,9,926.9467532974602
4,10,499.1449764930408
4,11,199.85014416139188
4,12,207.35828548432832
4,13,107.81304112221419
4,14,203.57522388352152
4,15,532.095561594947
4,16,217.01016910652768
4,18,109.32282886941422
4,19,95.07455885629234
4,20,100.75871620134123
4,21,185.53434249014006
4,22,104.66545280260826
5,0,324.3098912698649
5,1,413.2336812792131
5,2,313.01213281134335
5,3,360.9327466876756
5,4,218.6012626646163
5,6,394.3425660839939
5,7,864.0844476582641
5,8,381.2663319296321
5,9,799.1954772679522
5,10,416.15345235529304
5,11,212.86885417637907
5,12,187.00284315214418
5,13,101.90053886021823
5,14,187.15057289161186
5,15,869.872559720257
5,16,470.16007503418786
5,17,97.69879621355024
5,18,184.43253831037086
5,19,310.8219805431914
5,20,106.83601533864262
5,21,215.11423750618818
5,22,95.00611349077558
5,23,103.82659663996645
6,0,541.7169318438217
6,1,182.15894790833616
6,2,104.7011468236519
6,3,437.653950690575
6,4,215.93627846042355
6,5,433.17318450836757
6,7,974.1601708150911
6,8,632.6738247155574
6,9,1759.5411413448353
6,10,488.3508550310482
6,11,654.6754872213545
6,12,438.0485572898454
6,13,209.0646734482995
6,14,522.3672259803157
6,15,1407.6122255005455
6,16,1093.5195224650895
6,17,198.50851686208
6,18,403.1218650661196
6,19,546.8735811282085
6,20,196.47881599290486
6,21,455.7904794994096
6,22,215.00463373732876
6,23,102.24610771961127
7,0,748.600795279386
7,1,364.8946029426869
7,2,180.79664792611916
7,3,766.4002153801898
7,4,474.7935037333969
7,5,827.4241663849969
7,6,1064.4038646285571
7,8,761.2583488851375
7,9,1724.0135833243596
7,10,854.7910271458471
7,11,580.3513486098016
7,12,644.3668037317948
7,13,389.98762978029146
7,14,627.082942584984
7,15,2321.3943574609566
7,16,1490.543294824924
7,17,277.4276018021649
7,18,720.0916100122884
7,19,969.9636169550918
7,20,438.48692103336174
7,21,451.9816731501466
7,22,298.1906172335454
7,23,186.75749884959666
8,0,536.5160603771919
8,1,189.00342502449794
8,2,109.69914877136506
8,3,647.2556371670831
8,4,872.4558351615009
8,5,360.9394925175115
8,6,658.623063022837
8,7,856.3138459561585
8,9,2649.527099772009
8,10,1502.2064976010884
8,11,613.1359093899408
8,12,617.2216180262889
8,13,590.2097830484325
8,14,909.7032279763063
8,15,1400.4677203939357
8,16,874.8911182615481
8,17,201.37786709349575
8,18,414.994399949996
8,19,620.3905734359845
8,20,282.07052830618323
8,21,729.8935767343468
8,22,501.7006730591819
8,23,216.4310102567907
9,0,1222.2779386299273
9,1,612.6059069829319
9,2,305.3924110663423
9,3,1094.0133777474352
9,4,1083.24815961998
9,5,778.3581928935263
9,6,1991.4490672165625
9,7,1667.6877330815248
9,8,2714.540569440574
9,10,4393.38027326444
9,11,1955.9188851780723
9,12,1906.2218285720905
9,13,2017.589696352558
9,14,3764.605194930375
9,15,4832.0671370928985
9,16,4265.907809292752
9,17,729.9111820174344
9,18,1748.9130777741134
9,19,2450.209455707873
9,20,1319.8607809430275
9,21,2826.753424655092
9,22,1708.7209710559446
9,23,739.9155313635688
10,0,546.1598773573961
