edge_tail,edge_head,length,capacity,speed,b,power
0,1,9656.0,25900.20064,97,0.15,4
0,2,6437.0,23403.47319,97,0.15,4
1,0,9656.0,25900.20064,97,0.15,4
1,5,8532.0,4958.180928,97,0.14147327707454288,4
2,0,6437.0,23403.47319,97,0.15,4
2,3,6437.0,17110.52372,97,0.15,4
2,11,6437.0,23403.47319,97,0.15,4
3,2,6437.0,17110.52372,97,0.15,4
3,4,3219.0,17782.7941,97,0.15,4
3,10,9817.666666666666,4908.82673,97,0.14752996299188537,4
4,3,3219.0,17782.7941,97,0.15,4
4,5,7892.0,4947.995469,97,0.1223454130765332,4
4,8,8047.0,10000.0,97,0.15,4
5,1,8370.333333333334,4958.180928,97,0.14420572657401137,4
5,4,8700.333333333334,4947.995469,97,0.11097850657062946,4
5,7,3380.6666666666665,4898.587646,97,0.14282685860776967,4
6,7,4828.0,7841.81131,97,0.15,4
6,17,3219.0,23403.47319,97,0.15,4
7,5,3542.3333333333335,4898.587646,97,0.13630845958407828,4
7,6,4828.0,7841.81131,97,0.15,4
7,8,16093.0,5050.193156,97,0.15,4
7,15,8693.666666666666,5045.822583,97,0.13884245235995551,4
8,4,8047.0,10000.0,97,0.15,4
8,7,16901.333333333332,5050.193156,97,0.1428260097822657,4
8,9,5474.666666666667,13915.78842,97,0.13228202630297123,4
9,8,5313.0,13915.78842,97,0.13630717108977977,4
9,10,9017.0,10000.0,97,0.13386381279804813,4
9,14,9817.666666666666,13512.00155,97,0.14752996299188537,4
9,15,6760.333333333333,4854.917717,97,0.14282579754449978,4
9,16,12875.0,4993.510694,97,0.15,4
10,3,10141.0,4908.82673,97,0.1428261512671334,4
10,9,9178.666666666666,10000.0,97,0.13150602847181872,4
10,11,10787.666666666666,4908.82673,97,0.134264437783889,4
10,13,6922.0,4876.508287,97,0.13949003178272176,4
11,2,6437.0,23403.47319,97,0.15,4
11,10,10626.0,4908.82673,97,0.13630717108977977,4
11,12,4828.0,25900.20064,97,0.15,4
12,11,4828.0,25900.20064,97,0.15,4
12,23,7083.666666666667,5091.256152,97,0.13630652675168226,4
13,10,6598.666666666667,4876.508287,97,0.14632501515457666,4
13,14,9178.666666666666,5127.526119,97,0.13150602847181872,4
13,22,6760.333333333333,4924.790605,97,0.14282579754449978,4
14,9,9656.0,13512.00155,97,0.15,4
14,13,8208.666666666666,5127.526119,97,0.14704580524648747,4
14,18,6121.333333333333,14564.75315,97,0.11830755826617294,4
14,21,6121.333333333333,9599.180565,97,0.11830755826617294,4
15,7,8693.666666666666,5045.822583,97,0.13884245235995551,4
15,9,7083.666666666667,4854.917717,97,0.13630652675168226,4
15,16,4997.333333333333,5229.910063,97,0.09662153148345784,4
15,17,4828.0,19679.89671,97,0.15,4
16,9,13198.333333333334,4993.510694,97,0.14632529359767646,4
16,15,5320.666666666666,5229.910063,97,0.09074990602681368,4
16,18,5320.666666666666,4823.950831,97,0.09074990602681368,4
17,6,3219.0,23403.47319,97,0.15,4
17,15,4828.0,19679.89671,97,0.15,4
17,19,6437.0,23403.47319,97,0.15,4
18,14,5151.333333333333,14564.75315,97,0.14058496182218194,4
18,16,5159.0,4823.950831,97,0.09359371971312269,4
18,19,7245.333333333333,5002.607563,97,0.1332650901729849,4
19,17,6437.0,23403.47319,97,0.15,4
19,18,7245.333333333333,5002.607563,97,0.1332650901729849,4
19,20,10302.666666666666,5059.91234,97,0.14058496182218194,4
19,21,8208.666666666666,5075.697193,97,0.14704580524648747,4
20,19,9979.333333333334,5059.91234,97,0.14513995590887832,4
20,21,4674.0,5229.910063,97,0.10330551989730423,4
20,23,5474.666666666667,4885.357564,97,0.13228202630297123,4
21,14,7091.333333333334,9599.180565,97,0.10212465920842341,4
21,19,8208.666666666666,5075.697193,97,0.14704580524648747,4
21,20,4189.0,5229.910063,97,0.11526617331105275,4
21,22,6760.333333333333,5000.0,97,0.14282579754449978,4
22,13,7083.666666666667,4924.790605,97,0.13630652675168226,4
22,21,6922.0,5000.0,97,0.13949003178272176,4
22,23,4350.666666666667,5078.508436,97,0.11098299111247317,4
23,12,7730.333333333333,5091.256152,97,0.12490405760855504,4
23,20,5959.666666666667,4885.357564,97,0.12151686335924826,4
23,22,4027.333333333333,5078.508436,97,0.11989322959774872,4
