# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.445,25900,5056.99
200,0,2,238.899,239.614,23403,8795.93
200,1,0,358.367,358.454,25900,5196.07
200,1,5,316.652,398.526,4958,5764.74
200,2,0,238.899,239.57,23403,8656.84
200,2,3,238.899,258.523,17110,14718.8
200,2,11,238.899,240.375,23403,10543.8
200,3,2,238.899,258.101,17110,14638.9
200,3,4,119.468,141.533,17782,18731.4
200,3,10,364.367,432.741,4908,5212.21
200,4,3,119.468,141.08,17782,18634.5
200,4,5,292.899,595.012,4947,8429.62
200,4,8,298.652,585.671,10000,15909.8
200,5,1,310.652,400.718,4958,5903.82
200,5,4,322.899,600.003,4947,8249.48
200,5,7,125.468,932.358,4898,12687.8
200,6,7,179.184,349.188,7841,12434.8
200,6,17,119.468,123.599,23403,16216.1
200,7,5,131.468,927.964,4898,12646.8
200,7,6,179.184,344.97,7841,12357
200,7,8,597.266,940.419,5050,7064.78
200,7,15,322.652,661.201,5045,8364.74
200,8,4,298.652,591.724,10000,15993
200,8,7,627.266,945.653,5050,6933.7
200,8,9,203.184,364.271,13915,21772.2
200,9,8,197.184,359.82,13915,21824.3
200,9,10,334.652,751.728,10000,17467.9
200,9,14,364.367,820.549,13512,23062.1
200,9,15,250.899,1243.5,4854,11135.7
200,9,16,477.835,974.271,4993,8100
200,10,3,376.367,451.094,4908,5329.28
200,10,9,340.652,750.534,10000,17392.1
200,10,11,400.367,837.723,4908,8289.12
200,10,13,256.899,813.074,4876,9678.1
200,11,2,238.899,240.342,23403,10484.5
200,11,10,394.367,838.905,4908,8322.94
200,11,12,179.184,180.761,25900,12747.5
200,12,11,179.184,180.798,25900,12822.1
200,12,23,262.899,1016.62,5091,10902.6
200,13,10,244.899,826.183,4876,9785.53
200,13,14,340.652,758.795,5127,8961.5
200,13,22,250.899,556.087,4924,8411.7
200,14,9,358.367,819.385,13512,23123
200,14,13,304.652,746.132,5127,9084
200,14,18,227.184,295.041,14564,18358.3
200,14,21,227.184,553.574,9599,17919
200,15,7,322.652,663.172,5045,8376.89
200,15,9,262.899,1243.82,4854,11102.8
200,15,16,185.468,599.467,5229,11463.9
200,15,17,179.184,192.785,19679,16597.9
200,16,9,489.835,986.271,4993,8100
200,16,15,197.468,588.548,5229,11301.8
200,16,18,197.468,463.506,4823,9467.11
200,17,6,119.468,123.679,23403,16293.9
200,17,15,179.184,193.254,19679,16739.2
200,17,19,238.899,257.997,23403,19995.8
200,18,14,191.184,264.96,14564,18746.2
200,18,16,191.468,439.751,4823,9305.04
200,18,19,268.899,578.264,5002,8574.03
200,19,17,238.899,258.456,23403,20115
200,19,18,268.899,612.161,5002,8799.82
200,19,20,382.367,514.953,5059,6339.93
200,19,21,304.652,466.893,5075,7001.04
200,20,19,370.367,524.685,5059,6585.13
200,20,21,173.468,273.21,5229,8031.6
200,20,23,203.184,727.905,4885,10268.3
200,21,14,263.184,567.949,9599,17614.5
200,21,19,304.652,466.872,5075,7000.81
200,21,20,155.468,272.56,5229,8360.17
200,21,22,250.899,746.059,5000,9640.07
200,22,13,262.899,565.906,4924,8396.63
200,22,21,256.899,756.978,5000,9663.92
200,22,23,161.468,255.252,5078,7680.49
200,23,12,286.899,1033.61,5091,10877.2
200,23,20,221.184,729.069,4885,10184.9
200,23,22,155.468,249.681,5078,7689.27
