# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.454,25900,5193.45
200,0,2,238.899,239.603,23403,8763.13
200,1,0,358.367,358.452,25900,5163.13
200,1,5,298.652,398.892,4958,6063.92
200,2,0,238.899,239.613,23403,8793.45
200,2,3,238.899,257.791,17110,14579.5
200,2,11,238.899,240.298,23403,10402.4
200,3,2,238.899,256.722,17110,14368.8
200,3,4,119.468,140.786,17782,18570.8
200,3,10,375.767,443.896,4908,5207.54
200,4,3,119.468,139.863,17782,18366.4
200,4,5,321.699,597.699,4947,8241.24
200,4,8,298.652,599.543,10000,16098.6
200,5,1,298.652,396.902,4958,6033.6
200,5,4,321.099,597.898,4947,8247.2
200,5,7,119.468,913.438,4898,12636.7
200,6,7,179.184,337.757,7841,12220.3
200,6,17,119.468,123.471,23403,16088.7
200,7,5,119.468,907.333,4898,12612.3
200,7,6,179.184,336.998,7841,12205.7
200,7,8,597.266,921.451,5050,6965.06
200,7,15,298.652,651.793,5045,8453.46
200,8,4,298.652,584.117,10000,15888.2
200,8,7,597.266,913.452,5050,6921.69
200,8,9,179.184,346.386,13915,21975.9
200,9,8,179.184,341.754,13915,21822.1
200,9,10,298.652,727.942,10000,17594.4
200,9,14,358.367,831.656,13512,23275.4
200,9,15,255.699,1219.69,4854,11054.6
200,9,16,477.835,974.271,4993,8100
200,10,3,380.567,453.735,4908,5301.26
200,10,9,298.652,708.499,10000,17391.7
200,10,11,396.167,833.145,4908,8287.33
200,10,13,238.899,852.936,4876,9920.56
200,11,2,238.899,240.432,23403,10643.4
200,11,10,396.167,874.964,4908,8478.86
200,11,12,179.184,180.688,25900,12597.7
200,12,11,179.184,180.959,25900,13130.3
200,12,23,292.899,964.108,5091,10591.1
200,13,10,238.899,804.78,4876,9720.05
200,13,14,298.652,691.328,5127,8821.82
200,13,22,238.899,560.909,4924,8525.29
200,14,9,358.367,824.527,13512,23187.2
200,14,13,298.652,748.453,5127,9126.51
200,14,18,183.984,253.992,14564,18502.1
200,14,21,213.984,532.916,9599,17815.7
200,15,7,298.652,652.521,5045,8457.81
200,15,9,256.299,1233.29,4854,11091.6
200,15,16,168.668,596.895,5229,11561.2
200,15,17,179.184,191.755,19679,16274.2
200,16,9,477.835,974.271,4993,8100
200,16,15,169.268,585.99,5229,11482.7
200,16,18,189.068,452.985,4823,9448.18
200,17,6,119.468,123.485,23403,16103.4
200,17,15,179.184,192.129,19679,16394
200,17,19,238.899,257.512,23403,19867.8
200,18,14,182.784,256.381,14564,18734.8
200,18,16,190.868,446.129,4823,9369.74
200,18,19,259.899,583.652,5002,8672.03
200,19,17,238.899,257.642,23403,19902.3
200,19,18,254.499,601.909,5002,8826.29
200,19,20,358.367,503.443,5059,6484.24
200,19,21,298.652,462.092,5075,7013.93
200,20,19,358.367,511.402,5059,6571.4
200,20,21,136.268,335.512,5229,9548.36
200,20,23,182.184,660.679,4885,10034.3
200,21,14,212.784,523.479,9599,17699.6
200,21,19,298.652,462.241,5075,7015.54
200,21,20,135.668,298.077,5229,9072.68
200,21,22,239.499,778.097,5000,9844.86
200,22,13,238.899,491.103,4924,8020.1
200,22,21,238.899,659.491,5000,9254.63
200,22,23,119.468,182.947,5078,6966.51
200,23,12,286.899,1074.67,5091,11023.7
200,23,20,179.784,775.012,4885,10597.1
200,23,22,419.468,451.49,5078,5871.08
