# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.481,25900,5553.56
200,0,2,238.899,239.748,23403,9182.39
200,1,0,358.367,358.483,25900,5582.39
200,1,5,322.052,404.625,4958,5777.01
200,2,0,238.899,239.738,23403,9153.56
200,2,3,238.899,258.446,17110,14704.3
200,2,11,238.899,240.353,23403,10504.3
200,3,2,238.899,258.409,17110,14697.2
200,3,4,119.468,141.395,17782,18702.1
200,3,10,363.167,431.442,4908,5210.33
200,4,3,119.468,141.351,17782,18692.8
200,4,5,365.499,603.38,4947,7940.64
200,4,8,298.652,596.232,10000,16054.1
200,5,1,310.652,394.886,4958,5805.84
200,5,4,356.499,593.664,4947,7934.66
200,5,7,119.468,927.991,4898,12694.2
200,6,7,179.184,351.133,7841,12470.2
200,6,17,119.468,123.664,23403,16279.3
200,7,5,133.268,947.629,4898,12717.1
200,7,6,179.184,348.296,7841,12418.5
200,7,8,597.266,948.797,5050,7107.51
200,7,15,317.852,664.848,5045,8416.44
200,8,4,298.652,595.982,10000,16050.8
200,8,7,597.266,935.761,5050,7040.68
200,8,9,179.184,341.929,13915,21828
200,9,8,179.184,342.82,13915,21857.8
200,9,10,326.252,746.788,10000,17504
200,9,14,358.367,814.98,13512,23067.6
200,9,15,274.299,1264.41,4854,11128.7
200,9,16,483.835,980.28,4993,8100.04
200,10,3,363.767,437.562,4908,5312.58
200,10,9,323.252,731.467,10000,17374.3
200,10,11,408.167,833.227,4908,8230.23
200,10,13,252.099,810.849,4876,9689.28
200,11,2,238.899,240.341,23403,10482.5
200,11,10,408.767,844.177,4908,8279.88
200,11,12,179.184,180.708,25900,12639.4
200,12,11,179.184,180.771,25900,12767.3
200,12,23,307.299,1027.56,5091,10779.5
200,13,10,261.099,825.163,4876,9712.24
200,13,14,313.052,737.387,5127,8994.49
200,13,22,251.499,551.113,4924,8373.02
200,14,9,358.367,819.135,13512,23119.9
200,14,13,305.252,740.933,5127,9054.02
200,14,18,248.184,314.525,14564,18254.9
200,14,21,232.584,548.451,9599,17772.8
200,15,7,312.452,665.745,5045,8454.36
200,15,9,282.099,1274.77,4854,11135.9
200,15,16,191.468,592.76,5229,11374.9
200,15,17,179.184,194.625,19679,17132.7
200,16,9,478.435,974.871,4993,8100
200,16,15,189.668,595.066,5229,11403.9
200,16,18,238.868,462.789,4823,9067.87
200,17,6,119.468,123.717,23403,16331
200,17,15,179.184,194.683,19679,17148.8
200,17,19,238.899,259.974,23403,20494.6
200,18,14,240.984,308.115,14564,18309
200,18,16,220.268,447.063,4823,9096.82
200,18,19,269.499,590.652,5002,8654.57
200,19,17,238.899,259.842,23403,20462.4
200,19,18,269.499,603.159,5002,8737.62
200,19,20,376.367,534.448,5059,6624.91
200,19,21,302.252,464.923,5075,7005.67
200,20,19,364.967,518.959,5059,6581.64
200,20,21,141.068,252.927,5229,8265.15
200,20,23,215.184,723.187,4885,10185.5
200,21,14,239.184,552.057,9599,17730.5
200,21,19,305.252,467.384,5075,6999.86
200,21,20,159.068,265.898,5229,8170.65
200,21,22,257.499,742.188,5000,9588.69
200,22,13,255.099,549.512,4924,8336.45
200,22,21,274.899,731.395,5000,9446.11
200,22,23,152.468,246.487,5078,7685.29
200,23,12,312.699,1040.45,5091,10807.4
200,23,20,213.384,731.687,4885,10236.8
200,23,22,167.468,253.021,5078,7506.13
