edge_tail,edge_head,length,capacity,speed,b,power
0,1,9656.0,25900.20064,97,0.15,4
0,2,6437.0,23403.47319,97,0.15,4
1,0,9656.0,25900.20064,97,0.15,4
1,5,8580.5,4958.180928,97,0.14067362041839054,4
2,0,6437.0,23403.47319,97,0.15,4
2,3,6437.0,17110.52372,97,0.15,4
2,11,6437.0,23403.47319,97,0.15,4
3,2,6437.0,17110.52372,97,0.15,4
3,4,3219.0,17782.7941,97,0.15,4
3,10,9672.166666666666,4908.82673,97,0.14974928058173798,4
4,3,3219.0,17782.7941,97,0.15,4
4,5,9621.833333333332,4947.995469,97,0.10034989866796003,4
4,8,8047.0,10000.0,97,0.15,4
5,1,8111.666666666667,4958.180928,97,0.1488041914937333,4
5,4,9638.0,4947.995469,97,0.10018157294044407,4
5,7,3219.0,4898.587646,97,0.15,4
6,7,4828.0,7841.81131,97,0.15,4
6,17,3219.0,23403.47319,97,0.15,4
7,5,3219.0,4898.587646,97,0.15,4
7,6,4828.0,7841.81131,97,0.15,4
7,8,16093.0,5050.193156,97,0.15,4
7,15,8127.833333333333,5045.822583,97,0.148508212520762,4
8,4,8047.0,10000.0,97,0.15,4
8,7,16093.0,5050.193156,97,0.15,4
8,9,4828.0,13915.78842,97,0.15,4
9,8,5523.166666666667,13915.78842,97,0.13112043211925523,4
9,10,8515.833333333334,10000.0,97,0.14174185341031412,4
9,14,9656.0,13512.00155,97,0.15,4
9,15,7520.166666666667,4854.917717,97,0.1283947607544159,4
9,16,13909.666666666666,4993.510694,97,0.13884229193127082,4
10,3,9688.333333333334,4908.82673,97,0.14949939790125577,4
10,9,8612.833333333334,10000.0,97,0.14014551928324012,4
10,11,12339.666666666666,4908.82673,97,0.1173775628731192,4
10,13,6857.333333333333,4876.508287,97,0.1408054637371184,4
11,2,6437.0,23403.47319,97,0.15,4
11,10,10900.833333333334,4908.82673,97,0.13287057564406388,4
11,12,4828.0,25900.20064,97,0.15,4
12,11,4828.0,25900.20064,97,0.15,4
12,23,8021.333333333333,5091.256152,97,0.12037275598404255,4
13,10,6760.333333333333,4876.508287,97,0.14282579754449978,4
13,14,8224.833333333334,5127.526119,97,0.14675677318689334,4
13,22,6905.833333333333,4924.790605,97,0.13981658018583323,4
14,9,9656.0,13512.00155,97,0.15,4
14,13,8338.0,5127.526119,97,0.14476493163828255,4
14,18,5927.333333333334,14564.75315,97,0.1221797323135755,4
14,21,6557.833333333334,9599.180565,97,0.11043281571657304,4
15,7,8127.833333333333,5045.822583,97,0.148508212520762,4
15,9,7504.0,4854.917717,97,0.1286713752665245,4
15,16,5062.0,5229.910063,97,0.0953871987356776,4
15,17,4828.0,19679.89671,97,0.15,4
16,9,12891.166666666666,4993.510694,97,0.14981188669243797,4
16,15,5563.166666666666,5229.910063,97,0.08679409209383146,4
16,18,6032.0,4823.950831,97,0.08004807692307692,4
17,6,3219.0,23403.47319,97,0.15,4
17,15,4828.0,19679.89671,97,0.15,4
17,19,6437.0,23403.47319,97,0.15,4
18,14,5911.166666666667,14564.75315,97,0.12251388614768656,4
18,16,5951.166666666666,4823.950831,97,0.0811353516117288,4
18,19,7099.833333333333,5002.607563,97,0.13599615014436958,4
19,17,6437.0,23403.47319,97,0.15,4
19,18,7083.666666666667,5002.607563,97,0.13630652675168226,4
19,20,9979.333333333334,5059.91234,97,0.14513995590887832,4
19,21,8111.666666666667,5075.697193,97,0.1488041914937333,4
20,19,10092.5,5059.91234,97,0.14351250928907602,4
20,21,4771.0,5229.910063,97,0.10120519807168307,4
20,23,5507.0,4885.357564,97,0.13150535681859452,4
21,14,6525.5,9599.180565,97,0.11098000153244961,4
21,19,8111.666666666667,5075.697193,97,0.1488041914937333,4
21,20,4868.0,5229.910063,97,0.09918857847165159,4
21,22,7229.166666666666,5000.0,97,0.13356311239193083,4
22,13,6760.333333333333,4924.790605,97,0.14282579754449978,4
22,21,7002.833333333333,5000.0,97,0.13787990575243353,4
22,23,4011.1666666666665,5078.508436,97,0.12037644907965263,4
23,12,8183.0,5091.256152,97,0.11799462299890015,4
23,20,5539.333333333333,4885.357564,97,0.13073775424238776,4
23,22,4577.0,5078.508436,97,0.10549486563251037,4
