# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,tail,head,freeFlowCost,actualCost,capacity,flow
200,0,1,358.367,358.474,25900,5475.85
200,0,2,238.899,239.764,23403,9223.78
200,1,0,358.367,358.487,25900,5623.78
200,1,5,318.452,406.098,4958,5863.76
200,2,0,238.899,239.709,23403,9075.85
200,2,3,238.899,258.806,17110,14771.6
200,2,11,238.899,240.464,23403,10698.2
200,3,2,238.899,258.344,17110,14685.1
200,3,4,119.468,141.713,17782,18769.4
200,3,10,358.967,427.348,4908,5212.36
200,4,3,119.468,141.29,17782,18679.7
200,4,5,357.099,601.527,4947,7994.72
200,4,8,298.652,596.832,10000,16062.2
200,5,1,301.052,397.883,4958,6011.69
200,5,4,357.699,594.935,4947,7935.25
200,5,7,119.468,922.135,4898,12671.2
200,6,7,179.184,349.485,7841,12440.2
200,6,17,119.468,123.572,23403,16190.1
200,7,5,119.468,944.784,4898,12759.6
200,7,6,179.184,342.277,7841,12306.5
200,7,8,597.266,947.802,5050,7102.47
200,7,15,301.652,658.613,5045,8476.23
200,8,4,298.652,594.595,10000,16032
200,8,7,597.266,930.178,5050,7011.47
200,8,9,179.184,342.398,13915,21843.7
200,9,8,204.984,367.565,13915,21822.5
200,9,10,316.052,734.694,10000,17484.2
200,9,14,358.367,819.662,13512,23126.5
200,9,15,279.099,1256.11,4854,11091.7
200,9,16,516.235,1012.67,4993,8100
200,10,3,359.567,433.525,4908,5315.52
200,10,9,319.652,730.48,10000,17402.1
200,10,11,457.967,865.429,4908,8143.69
200,10,13,254.499,828.603,4876,9755.17
200,11,2,238.899,240.428,23403,10636.8
200,11,10,404.567,849.44,4908,8324.51
200,11,12,179.184,180.764,25900,12754.1
200,12,11,179.184,180.876,25900,12973.5
200,12,23,297.699,1008.52,5091,10744
200,13,10,250.899,811.051,4876,9695.36
200,13,14,305.252,723.294,5127,8960.96
200,13,22,256.299,562.672,4924,8419.85
200,14,9,358.367,818.348,13512,23110
200,14,13,309.452,743.538,5127,9045.73
200,14,18,219.984,288.044,14564,18372
200,14,21,243.384,552.418,9599,17675.9
200,15,7,301.652,666.371,5045,8521.91
200,15,9,278.499,1247.58,4854,11069.1
200,15,16,187.868,589.345,5229,11376.2
200,15,17,179.184,193.98,19679,16951
200,16,9,478.435,974.871,4993,8100
200,16,15,206.468,602.941,5229,11340.6
200,16,18,223.868,456.957,4823,9159.3
200,17,6,119.468,123.71,23403,16323.9
200,17,15,179.184,194.186,19679,17009.7
200,17,19,238.899,259.259,23403,20318.4
200,18,14,219.384,287.789,14564,18395.3
200,18,16,220.868,450.353,4823,9123.68
200,18,19,263.499,598.467,5002,8746.17
200,19,17,238.899,259.632,23403,20410.9
200,19,18,262.899,595.974,5002,8733.79
200,19,20,370.367,523.214,5059,6569.38
200,19,21,301.052,463.633,5075,7004.71
200,20,19,374.567,525.768,5059,6551.62
200,20,21,177.068,284.996,5229,8191.56
200,20,23,204.384,714.474,4885,10196
200,21,14,242.184,547.393,9599,17620.9
200,21,19,301.052,463.436,5075,7002.58
200,21,20,180.668,282.647,5229,8076.26
200,21,22,268.299,751.717,5000,9582.4
200,22,13,250.899,536.764,4924,8275.26
200,22,21,259.899,709.462,5000,9410.03
200,22,23,148.868,244.663,5078,7721.33
200,23,12,303.699,1046.65,5091,10863.4
200,23,20,205.584,735.475,4885,10293.5
200,23,22,229.868,310.876,5078,7404.38
